ticker,market_cap,universe_rank
BBVA,146606316216,99
SCCO,145999145265,100
DHR,143974700944,101
PFE,143056048642,102
BKNG,142531139518,103
CRM,142243920000,104
ISRG,141870551248,105
PLD,141168521040,106
COP,137253002829,107
CVS,136907000041,108
BTI,136163936746,109
SPGI,134904960000,110
HDB,134859998459,111
GLW,134207862431,112
CB,132748999880,113
COF,129616658997,114
MFG,129098649599,115
BMO,128542146136,116
SYK,126252199749,117
ENB,123122167535,118
SBUX,123121791000,119
VRTX,123105779462,120
BMY,122677430164,121
MO,120866727589,122
PH,120766173816,123
LOW,120058591619,124
LMT,118951223821,125
PGR,118906627059,126
FTNT,118634090713,127
RIO,114004342077,128
PBR,113710844793,129
VRT,111161091350,130
CM,110106228413,131
BNS,109527575501,132
BNY,109422547354,133
NOW,108626160000,134
BN,108225105206,135
SO,107748901688,136
SNY,107687606848,137
BP,107544580873,138
HWM,107422857573,139
MDT,106762169072,140
IBN,105409757441,141
TT,104709558345,142
ADP,103411152006,143
PNC,102210245783,144
CDNS,101216197520,145
MCK,101188972172,146
EQIX,99299824099,147
GD,99242470025,148
USB,98993192737,149
SPOT,98515564073,150
BCS,98037949615,151
DUK,97893896969,152
MAR,97444812187,153
WM,97402198648,154
MNST,97272686621,155
NEM,96885751097,156
NET,96853294287,157
HOOD,96178442613,158
ACN,95981293096,159
ING,95199956166,160
BX,95066328902,161
SNOW,95013458000,162
CSX,94291256248,163
PWR,94174748309,164
MELI,94097518595,165
DDOG,93651345925,166
ADBE,93547650000,167
KKR,91681806006,168
WMB,91443702574,169
CEG,90344470458,170
MCO,90158302500,171
MPC,89875612451,172
RACE,89385527551,173
VLO,89355982087,174
CNQ,89310891180,175
EQNR,89259675771,176
ABNB,89061706472,177
CMI,88875308328,178
CME,88872253445,179
MRSH,87291527691,180
CMCSA,86540086896,181
JCI,85721242222,182
HCA,85520352099,183
MMM,84040132765,184
SHW,83047762892,185
FCX,83033457802,186
CP,82837780197,187
CTAS,82600256345,188
EPD,82278599846,189
ELV,81857187517,190
DASH,81557830384,191
INTU,80893097010,192
ITW,80817807000,193
PSX,80796425230,194
BAM,80714151593,195
SNPS,80585988720,196
ICE,80393256289,197
AMT,79006146641,198
MDLZ,78520856186,199
AON,77964129463,200
RCL,77784589469,201
CNI,77644721796,202
EMR,77086563000,203
ECL,76864803359,204
CVNA,76328799147,205
NSC,75930739858,206
E,75805571596,207
FDX,75674132665,208
CI,75563681203,209
CL,75297814071,210
ROST,74867095328,211
NOC,74266463931,212
EOG,73955471391,213
SPG,73798655274,214
HLT,73430258872,215
TRP,72704911672,216
KMI,72696181610,217
AEP,72248986674,218
SU,71984130447,219
MFC,71870769985,220
ORLY,71277783945,221
REGN,71049936182,222
HON,70984990768,223
TRV,70774533171,224
APO,70535476422,225
SLB,70447116986,226
CRH,70167588930,227
GM,69320020192,228
RSG,69221342934,229
AEM,68632107171,230
MSI,68484797266,231
TDG,68367059165,232
NXPI,68019495749,233
DB,67796249000,234
WBD,67792976422,235
NU,67275358171,236
TFC,66909946464,237
BSX,66856255951,238
PCAR,65896298733,239
APD,65815503554,240
NKE,65684744349,241
GWW,65672032135,242
HONA,65660439701,243
DLR,65302262589,244
AJG,65230763500,245
MPWR,63914690900,246
TGT,63891063725,247
D,62718362065,248
AFL,62414273853,249
ALL,61765577944,250
O,61051964426,251
SRE,60572527777,252
TRGP,60033753230,253
HPE,60032766625,254
MET,59994109618,255
COR,59754565553,256
BE,59428544453,257
OKE,59019609418,258
FIX,58562928579,259
TEL,58189427531,260
B,58140140092,261
CARR,57932757383,262
CTVA,57548616900,263
DAL,56719986338,264
PSA,56413381577,265
F,56343155319,266
BKR,56175889968,267
STM,55912404442,268
CIEN,55415137905,269
ALAB,54920817735,270
LITE,54656834000,271
LNG,54271838293,272
COHR,54073730128,273
AME,53933758401,274
FANG,53894001439,275
MDLN,53782393434,276
NUE,53769638295,277
FITB,53766932585,278
OXY,53680434813,279
CAH,53566392126,280
NDAQ,53415328371,281
KEYS,53186056429,282
FAST,52924416312,283
LHX,52918012306,284
ETR,52244889243,285
EA,52008365296,286
ROK,51555447904,287
CVE,51337500000,288
VST,51120233973,289
STT,50765993028,290
TER,50465279475,291
PYPL,50465255255,292
EW,50431443000,293
MT,49952687501,294
DVN,49821247207,295
XEL,49791740106,296
AZO,49756988356,297
EBAY,49487468383,298
ODFL,49005646206,299
XYZ,48367185808,300
GRMN,48233337121,301
CCEP,47808890019,302
HEI,47700165314,303
HUM,47672879836,304
EXC,47650803173,305
DEO,47609050008,306
AMP,47508361467,307
WPM,46821976315,308
PCG,46738647466,309
MSCI,46174856000,310
ADSK,46063410000,311
VTR,45894421851,312
FER,45699956407,313
IDXX,45648801534,314
SLF,45201923036,315
FERG,45133962335,316
TTWO,44970322445,317
WCN,44701387529,318
FLEX,44560297557,319
MCHP,44521256256,320
WAB,44368929206,321
NBIS,44231604377,322
CMG,43972121520,323
FMX,43939392335,324
BDX,43656625254,325
TRI,43513675762,326
KB,43496690679,327
AXON,43316362201,328
VIK,43223414341,329
DHI,43155145506,330
KDP,42782792566,331
COIN,42372311798,332
LYV,41932088511,333
YUM,41825517404,334
CBRE,41664871026,335
AIG,41377293487,336
RKT,41295526793,337
ED,41197935722,338
PAYX,41131793139,339
ARES,41011604579,340
PRU,40758620000,341
ADM,40167461851,342
CBRS,40149872404,343
CRWV,39731160447,344
RBLX,39507707149,345
PEG,39412239684,346
SYY,39313783117,347
NTRA,39218100207,348
CRDO,38766890215,349
RKLB,38679982566,350
BIDU,38628884376,351
AU,38368761362,352
FNV,37991655000,353
A,37972974871,354
VMC,37940328374,355
RVMD,37870870758,356
CCJ,37852171118,357
ALNY,37721974813,358
HBAN,37451237595,359
HMC,37310383537,360
HIG,37240671897,361
MTB,37118697133,362
WEC,37008951534,363
WAT,36941446085,364
BAP,36857710523,365
KVUE,36624165342,366
ROP,36614331606,367
IRM,36552394684,368
PUK,36527140962,369
RDDT,36360621404,370
WDAY,36311470000,371
KMB,36234609370,372
CCL,36220370952,373
KR,35662198285,374
HSY,35615239256,375
ALC,35293811000,376
IQV,35204217000,377
QSR,35110560624,378
TKO,34920684080,379
CLS,34813281934,380
ACGL,34799202965,381
CCI,34632464851,382
NTRS,34626042917,383
MLM,34604838973,384
ESLT,34255456967,385
ON,34158282128,386
STLD,34070269511,387
RPRX,33594050781,388
EME,33304655340,389
MSTR,33227714984,390
RJF,32797840207,391
CHT,32755818015,392
IR,32660972166,393
UI,32610812450,394
VEEV,32528764485,395
EXPE,32393058417,396
ZTS,32341353163,397
CNC,32302965248,398
NTR,32262792858,399
JBL,32182210774,400
TWLO,32177576059,401
VG,32048218587,402
GFS,32043346431,403
EXR,31523300565,404
CFG,31263661972,405
KHC,31251169649,406
AEE,31145626865,407
NTAP,31130696801,408
EQT,30867339300,409
DTE,30773628342,410
BIIB,30733618646,411
CASY,30675963559,412
CPNG,30408387565,413
LVS,30176503781,414
DXCM,30069151733,415
SUNB,29973986720,416
EIX,29925424792,417
EL,29924057420,418
FTS,29656996959,419
PBA,29619520770,420
XYL,29566693594,421
ATO,29521439719,422
GEHC,29476987733,423
HAL,29343345442,424
RMD,29295587313,425
FICO,29023186950,426
DOV,28987215978,427
TDY,28961039101,428
VICI,28943992313,429
TPR,28942905281,430
FTI,28778302925,431
TPL,28725090701,432
OTIS,28701962485,433
ILMN,28678915000,434
FE,28340235419,435
AMRZ,28219296327,436
Q,28211598231,437
DG,28153473757,438
ES,28106340668,439
CNP,28031162218,440
NRG,28021113081,441
JBHT,27865414487,442
WTW,27634533298,443
ZM,27584354747,444
CRS,27567316534,445
TECK,27536784188,446
RF,27508689407,447
FISV,27329266783,448
KGC,27297126000,449
PPL,27167371572,450
CINF,27136695149,451
TSEM,26964033367,452
MTD,26926628333,453
AFRM,26915797669,454
WSM,26896999647,455
PHG,26788524870,456
MTZ,26762794732,457
MDB,26706617041,458
VRSK,26582366008,459
LPLA,26449932218,460
ECHO,26364333003,461
PPG,26255391000,462
EQR,26214455064,463
AER,26203051203,464
OKTA,26083271266,465
CPRT,26056964161,466
AWK,26028940644,467
KEY,25950941842,468
WRB,25809945830,469
WST,25600569000,470
TROW,25552364099,471
SYM,25527647149,472
MRNA,25507404660,473
XPO,25445091082,474
VRSN,25239305000,475
ATI,25215640797,476
HUBB,25187561425,477
FCNCA,25153466638,478
FWONK,25026739029,479
DLTR,24848174228,480
SYF,24728258341,481
NVT,24667220544,482
ONON,24522760718,483
CPAY,24406140555,484
ROIV,24397651459,485
MKL,24363630253,486
PFG,24314353943,487
PHM,24313678097,488
LUV,24243176165,489
CHRW,24205818540,490
ZS,24017098653,491
TW,23987324514,492
OMC,23903469659,493
TEAM,23793274741,494
FOXA,23765737976,495
EXPD,23696737477,496
BRO,23600938169,497
CHD,23398180698,498
L,23332132509,499
INSM,23325815014,500
